"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[13]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[83]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[86]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[78]",""
"passed","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","tests.tests_fixtures","test_fixtures","TestFixtures","","","test_get_number[2]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[9]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[21-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[37-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[75]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[24-file20]",""
"failed","Sun Jul 21 13:48:31 IDT 2024","Sun Jul 21 13:48:31 IDT 2024","0","tests.tests_teardown","test_teardown","TestTearDown","","","test_running_time",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[83-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[66]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[92]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[1-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[84-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[23]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[0-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[89-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[4]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[38]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[80-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[61-file20]",""
"passed","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_setup","TestSetUp","","","test_setup_3[33]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[34]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[79]",""
"passed","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","tests.tests_dependencies","test_dependencies","TestDependencies","","","test_dependencies_2",""
"passed","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_setup","TestSetUp","","","test_setup_1[4]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[59]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[99-file20]",""
"passed","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","tests.tests_fixtures","test_fixtures","TestFixtures","","","test_get_number[4]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_setup","TestSetUp","","","test_setup_failed_1","
        test setup failed
        :return: None
        "
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[67]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[70-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[79-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[36-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[97-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[88-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[27]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[46]",""
"passed","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_setup","TestSetUp","","","test_setup_3[34]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[96-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[63]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[13-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[45]",""
"passed","Sun Jul 21 13:48:22 IDT 2024","Sun Jul 21 13:48:31 IDT 2024","9001","tests.tests_teardown","test_teardown","TestTearDown","","","test_teardown_3[9]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[56]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[35]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[69-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[28-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","tests.tests_fixtures","test_fixtures","TestFixtures","","","test_get_number[1]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[41]",""
"passed","Sun Jul 21 13:47:49 IDT 2024","Sun Jul 21 13:47:52 IDT 2024","3001","tests.tests_teardown","test_teardown","TestTearDown","","","test_teardown_1[3]",""
"passed","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","tests.tests_dependencies","test_dependencies","TestDependencies","","","test_dependencies_3",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[48-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[59-file20]",""
"passed","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_setup","TestSetUp","","","test_setup_3[32]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[39-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[18]",""
"passed","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","1","tests.test_attatch","test_attatch_html","TestAttach","","","Attach text",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[26]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[33-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[43]",""
"passed","Sun Jul 21 13:48:01 IDT 2024","Sun Jul 21 13:48:07 IDT 2024","5997","tests.tests_teardown","test_teardown","TestTearDown","","","test_teardown_2[6]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[15-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[60]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","tests.tests_fixtures","test_fixtures","TestFixtures","","","test_get_number[5]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[34-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[94-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[40-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[85-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[24]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[12-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[64]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[71]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[22-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[77]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[57-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[29-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[51]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[50-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[62]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[21]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[54]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[68-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[68]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[91-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[47]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[14]",""
"failed","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_setup","TestSetUp","","","test_setup_failed_3[21]","
        test setup failed
        :return: None
        "
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[97]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[66-file20]",""
"skipped","Sun Jul 21 13:47:31 IDT 2024","Sun Jul 21 13:47:31 IDT 2024","0","Benchmarks","test_case","TestBenchmark","","","test_file_running_time[74-file20]",""
"broken","Sun Jul 21 13:47:46 IDT 2024","Sun Jul 21 13:47:46 IDT 2024","0","tests.tests_setup","test_steup_2","TestSetup2","","","test_setup_1[82]",""
